170|12|2003|1187276
171|12|2004|2822785
172|12|2005|4834322
173|12|2006|4617486
174|12|2007|2764464
175|12|2008|1443273
176|12|2009|1131410
177|12|2010|1134006
178|12|2011|1396354
179|12|2012|2121552
180|12|2013|3078741
181|12|2014|4549789
182|12|2015|4671244
183|12|2016|5589191
184|13|2002|240215
185|13|2003|333394
186|13|2004|771238
187|13|2005|1264745
188|13|2006|1007069
189|13|2007|494125
190|13|2008|533019
191|13|2009|441495
192|13|2010|565394
193|13|2011|508458
194|13|2012|423594
195|13|2013|729450
196|13|2014|1513471
197|13|2015|1477031
198|13|2016|977189
199|16|2002|1078428
200|16|2003|1352303
201|16|2004|5713590
202|16|2005|12173258
203|16|2006|8415789
204|16|2007|7144986
205|16|2008|4956448
206|16|2009|3943412
207|16|2010|3484527
208|16|2011|4366507
209|16|2012|6192647
210|16|2013|7315645
211|16|2014|7482877
212|16|2015|9148697
213|16|2016|7871146
214|17|2002|339158
215|17|2003|520116
216|17|2004|1435626
217|17|2005|1757734
218|17|2006|1768548
219|17|2007|1173696
220|17|2008|678335
221|17|2009|783615
222|17|2010|577612
223|17|2011|546348
224|17|2012|1426643
225|17|2013|1367743
226|17|2014|1969662
227|17|2015|1918550
228|17|2016|1793696
229|18|2002|461653
230|18|2003|568283
231|18|2004|3957522
232|18|2005|6048999
233|18|2006|3887685
234|18|2007|6113003
235|18|2008|5137593
236|18|2009|4141771
237|18|2010|3046713
238|18|2011|4626101
239|18|2012|7485492
240|18|2013|5992158
241|18|2014|7631652
242|18|2015|6212395
243|18|2016|5829233
244|19|2002|425390
245|19|2003|461779
246|19|2004|1785887
247|19|2005|2635791
248|19|2006|2101225
249|19|2007|1270621
250|19|2008|760532
251|19|2009|814879
252|19|2010|485203
253|19|2011|823508
254|19|2012|1066159
255|19|2013|1357333
256|19|2014|1295044
257|19|2015|2172874
258|19|2016|2046209
259|20|2002|676492
260|20|2003|969164
261|20|2004|2646488
262|20|2005|2696354
263|20|2006|2713863
264|20|2007|1234551
265|20|2008|631649
266|20|2009|405473
267|20|2010|524013
268|20|2011|596691
269|20|2012|620852
270|20|2013|1032346
271|20|2014|1894559
272|20|2015|2095238
273|20|2016|1294424
274|21|2002|527921
275|21|2003|683568
276|21|2004|3861569
277|21|2005|7390093
278|21|2006|7400096
279|21|2007|5888828
280|21|2008|5162691
281|21|2009|3419740
282|21|2010|3253578
283|21|2011|4150706
284|21|2012|7423205
285|21|2013|16087265
286|21|2014|20839212
287|21|2015|21456593
288|21|2016|34176585
289|23|2002|721264
290|23|2003|1052087
291|23|2004|2467782
292|23|2005|4392451
293|23|2006|4046014
294|23|2007|2055136
295|23|2008|1121475
296|23|2009|1109695
297|23|2010|1024049
298|23|2011|1081459
299|23|2012|1930768
300|23|2013|3687872
301|23|2014|6526249
302|23|2015|11113190
303|23|2016|6936803
304|25|2002|1729347
305|25|2003|1954229
306|25|2004|4084416
307|25|2005|6810064
308|25|2006|5947368
309|25|2007|4460770
310|25|2008|3135300
311|25|2009|1970187
312|25|2010|1965592
313|25|2011|1754887
314|25|2012|3015535
315|25|2013|4094318
316|25|2014|6271951
317|25|2015|8992404
318|25|2016|6928276
319|27|2002|380043
320|27|2003|490630
321|27|2004|1521757
322|27|2005|2418310
323|27|2006|1879739
324|27|2007|1236776
325|27|2008|692643
326|27|2009|566432
327|27|2010|727207
328|27|2011|731990
329|27|2012|884244
330|27|2013|1017462
331|27|2014|1232882
332|27|2015|1870987
333|27|2016|2214023
334|28|2002|1457574
335|28|2003|1656515
336|28|2004|4121970
337|28|2005|5972405
338|28|2006|5743598
339|28|2007|3438958
340|28|2008|1695302
341|28|2009|977458
342|28|2010|724478
343|28|2011|939007
344|28|2012|1884206
345|28|2013|2341086
346|28|2014|3919645
347|28|2015|6097225
348|28|2016|3518800
349|31|2002|2524333
350|31|2003|3077893
351|31|2004|10053554
352|31|2005|21874362
353|31|2006|18693177
354|31|2007|14352756
355|31|2008|11126719
356|31|2009|7138580
357|31|2010|4705400
358|31|2011|5916583
359|31|2012|12666323
360|31|2013|30546689
361|31|2014|26684027
362|31|2015|16390404
363|31|2016|27163235
364|35|2002|585787
365|35|2003|624559
366|35|2004|1718324
367|35|2005|2557237
368|35|2006|2346421
369|35|2007|1430156
370|35|2008|819897
371|35|2009|597844
372|35|2010|658238
373|35|2011|896947
374|35|2012|1091278
375|35|2013|1887110
376|35|2014|2928898
377|35|2015|2728863
378|35|2016|2844319
379|36|2002|1711856
380|36|2003|2438191
381|36|2004|5373479
382|36|2005|8342261
383|36|2006|9072488
384|36|2007|6140659
385|36|2008|4964068
386|36|2009|2978881
387|36|2010|2503072
388|36|2011|3040577
389|36|2012|5673668
390|36|2013|9187941
391|36|2014|10444307
392|36|2015|7196658
393|36|2016|8644610
394|2|2003|1093207
395|2|2004|1318456
396|2|2005|1696338
397|2|2006|1152891
398|2|2007|450877
399|2|2008|388227
400|2|2009|380898
401|2|2010|303533
402|2|2011|353076
403|2|2012|381108
404|2|2013|518862
405|2|2014|478662
406|2|2015|424722
407|2|2016|566376
408|9|2003|1638364
409|9|2004|1843573
410|9|2005|6086710
411|9|2006|6073360
412|9|2007|4327438
413|9|2008|2786420
414|9|2009|1992230
415|9|2010|1386125
416|9|2011|1862709
417|9|2012|3837663
418|9|2013|4536668
419|9|2014|6829797
420|9|2015|9067572
421|9|2016|7571084
422|15|2003|460216
423|15|2004|475966
424|15|2005|1594611
425|15|2006|1240989
426|15|2007|904234
427|15|2008|529489
428|15|2009|526761
429|15|2010|665099
430|15|2011|663659
431|15|2012|864500
432|15|2013|1422394
433|15|2014|1745573
434|15|2015|2186812
435|15|2016|2577855
436|24|2003|3638089
437|24|2004|4486177
438|24|2005|18093001
439|24|2006|24324718
440|24|2007|20306325
441|24|2008|15811844
442|24|2009|10793997
443|24|2010|12060126
444|24|2011|13762684
445|24|2012|43013889
446|24|2013|22355236
447|24|2014|24983863
448|24|2015|64544794
449|24|2016|55330387
450|26|2003|561794
451|26|2004|533577
452|26|2005|1894194
453|26|2006|1899707
454|26|2007|1687590
455|26|2008|1294088
456|26|2009|954460
457|26|2010|1136528
458|26|2011|1255918
459|26|2012|2294659
460|26|2013|3237239
461|26|2014|3735353
462|26|2015|3427814
463|26|2016|3305884
464|29|2003|502079
465|29|2004|614498
466|29|2005|1207189
467|29|2006|1284353
468|29|2007|751922
469|29|2008|871882
470|29|2009|586606
471|29|2010|668932
472|29|2011|716613
473|29|2012|1076172
474|29|2013|1274615
475|29|2014|1576103
476|29|2015|2085169
477|29|2016|1671988
478|32|2003|851772
479|32|2004|1072056
480|32|2005|6099495
481|32|2006|9867081
482|32|2007|9817976
483|32|2008|6749301
484|32|2009|4625411
485|32|2010|4329873
486|32|2011|5356358
487|32|2012|10805562
488|32|2013|18432713
489|32|2014|15813633
490|32|2015|21008259
491|32|2016|16948756
492|33|2003|867082
493|33|2004|1085242
494|33|2005|5509513
495|33|2006|7303590
496|33|2007|8253325
497|33|2008|6907209
498|33|2009|6304099
499|33|2010|5463433
500|33|2011|5422447
501|33|2012|6970290
502|33|2013|8836407
503|33|2014|14556254
504|33|2015|6172224
505|33|2016|6967545
506|34|2003|1198964
507|34|2004|1493039
508|34|2005|8530533
509|34|2006|13527761
510|34|2007|9489943
511|34|2008|10766671
512|34|2009|10151071
513|34|2010|6752444
514|34|2011|13374704
515|34|2012|12314095
516|34|2013|13255628
517|34|2014|63244897
518|34|2015|37028286
519|34|2016|36277842
520|30|2004|1556842
521|30|2005|1764559
522|30|2006|3826593
523|30|2007|3647065
524|30|2008|2722526
525|30|2009|2054039
526|30|2010|1571959
527|30|2011|2544198
528|30|2012|4960416
529|30|2013|5397231
530|30|2014|7183272
531|30|2015|6360882
532|30|2016|8273544
